"Fund Code","Financing Currency","Fund","Reporting Currency","Report Date","Fund SPN","Strategy","Swap Name","Swap Deal Reference","Client Trade Reference","Swap Trade ID","Underlier Type","Underlier Name","ISIN Code","CUSIP Code","Sedol Code","Bloomberg Code","RIC Code","Activity","Trade Type","Trade Activity Type","Trade Date","Effective Date","Termination Date","Long Short Indicator","Synthetic Buy / Sell","Initial Quantity","Underlying Currency","Initial FX Rate","Initial price","Trade Notional","Additional Spread","Long Financing Spread (%)","Dividend Distribution %","USI Prefix","USI Value","UTI Prefix","UTI Value","Gross Notional","Gross Price","Gross Price Local","Commission Type","Commission Value","Commission Value in Reporting Currency","Market Charge"
I8W,USD,MINGSHI CHINA OPTIMA MASTER FUND,USD,2020-08-17,2533938,2533938,I8W_USD,A3260310,0,20130345_260065277,STK,CHANGJIANG SECURITIES CO L-A (C2),CNE000000SH3,Y1314J100,BD5CP40,000783 C2,000783.ZK,UNWIND,NEW,Trade,2020-08-17,2020-08-19,2021-08-24,S,B,178300.0,CNY,0.1442169,1.2922582,230409.628145,0.0,0.0,0.0,1030244641,PAA2XKZ1XYTOV,1030244641,PAA2XKZ1XYTOV,230350.0225,1.2919239,8.9582,FLAT_AMOUNT,239.59,239.59,173.62
I8W,USD,MINGSHI CHINA OPTIMA MASTER FUND,USD,2020-08-17,2533938,2533938,I8W_USD,A3334428,0,20130245_260070994,STK,CHANGSHU RUITE ELECTRIC CO-A,CNE100002ML3,Y129B4109,BYZ3067,300600 CS,300600.SZ,INCREASE,NEW,Trade,2020-08-17,2020-08-19,2021-09-24,L,B,2100.0,CNY,0.1441545,2.7327904,5738.85984,0.0,0.6,90.0,1030244641,PAA2XKZ23PALG,1030244641,PAA2XKZ23PALG,5736.6297,2.7317284,18.95,FLAT_AMOUNT,11.94,11.94,3.53
I8W,USD,MINGSHI CHINA OPTIMA MASTER FUND,USD,2020-08-17,2533938,2533938,I8W_USD,A3334428,0,20130245_260071084,STK,CHANGSHU RUITE ELECTRIC CO-A,CNE100002ML3,Y129B4109,BYZ3067,300600 CS,300600.SZ,UNWIND,NEW,Trade,2020-08-17,2020-08-19,2021-09-24,L,S,-2100.0,CNY,0.1441545,2.5638269,-5384.036427,0.0,0.0,0.0,1030244641,PAA2XKZ23PALG,1030244641,PAA2XKZ23PALG,-5391.5237,2.5673922,17.81,FLAT_AMOUNT,-11.22,-11.22,-40.72
I8W,USD,MINGSHI CHINA OPTIMA MASTER FUND,USD,2020-08-17,2533938,2533938,I8W_USD,A3286940,0,20130245_260070783,STK,CHANGZHOU QIANHONG BIOPHAR A,CNE100001070,Y1297N102,B52QJZ8,002550 CS,002550.SZ,UNWIND,NEW,Trade,2020-08-17,2020-08-19,2021-09-24,L,S,-7900.0,CNY,0.1441545,0.7456836,-5890.900282,0.0,0.0,0.0,1030244641,PAA2XKZ1YWX3O,1030244641,PAA2XKZ1YWX3O,-5899.0918,0.7467205,5.18,FLAT_AMOUNT,-12.28,-12.28,-44.55
I8W,USD,MINGSHI CHINA OPTIMA MASTER FUND,USD,2020-08-17,2533938,2533938,I8W_USD,A3260220,0,20130345_260065756,STK,CHANGZHOU XINGYU AUTOMOTIV-A (C1),CNE1000011H2,Y1297L106,BS7K3D2,601799 C1,601799.SH,INCREASE,NEW,Trade,2020-08-17,2020-08-19,2021-09-27,S,S,-5000.0,CNY,0.1442169,22.288668,-111443.34005,-12.1,0.0,100.0,1030244641,PAA2XKZ25C83M,1030244641,PAA2XKZ25C83M,-111583.79,22.316758,154.7444,FLAT_AMOUNT,-116.06,-116.06,-857.82
I8W,USD,MINGSHI CHINA OPTIMA MASTER FUND,USD,2020-08-17,2533938,2533938,I8W_USD,A3260344,0,20130345_260065066,STK,CHAOZHOU THREE-CIRCLE GROU-A (C2),CNE100001Y42,Y1R99A101,BD5CLT7,300408 C2,300408.ZK,INCREASE,NEW,Trade,2020-08-17,2020-08-19,2021-09-22,S,S,-51100.0,CNY,0.1442169,4.1210969,-210588.052101,-1.2,0.0,100.0,1030244641,PAA2XKZ23TGD7,1030244641,PAA2XKZ23TGD7,-210853.4568,4.1262907,28.6117,FLAT_AMOUNT,-219.31,-219.31,-1620.98
I8W,USD,MINGSHI CHINA OPTIMA MASTER FUND,USD,2020-08-17,2533938,2533938,I8W_USD,A3310619,0,20130345_260065326,STK,CHENGDU FUSEN NOBLE-HOUSE -A (C2),CNE100002BW3,Y1308N109,BD6V5B3,002818 C2,002818.ZK,UNWIND,NEW,Trade,2020-08-17,2020-08-19,2021-09-22,L,S,-10700.0,CNY,0.1442169,2.2482916,-24056.720227,0.0,0.0,0.0,1030244641,PAA2XKZ22UUEK,1030244641,PAA2XKZ22UUEK,-24087.0363,2.2511249,15.6093,FLAT_AMOUNT,-25.05,-25.05,-185.17
I8W,USD,MINGSHI CHINA OPTIMA MASTER FUND,USD,2020-08-17,2533938,2533938,I8W_USD,A3268928,0,20130345_260064894,STK,CHENGDU KANGHONG PHARMACEU-A (C2),CNE1000020C4,Y130A3100,BD5CM38,002773 C2,002773.ZK,INCREASE,NEW,Trade,2020-08-17,2020-08-19,2021-09-22,S,S,-1400.0,CNY,0.1442169,6.2575169,-8760.523618,-3.5,0.0,100.0,1030244641,PAA2XKZ23QDW1,1030244641,PAA2XKZ23QDW1,-8771.5633,6.2654024,43.4443,FLAT_AMOUNT,-9.12,-9.12,-67.43
I8W,USD,MINGSHI CHINA OPTIMA MASTER FUND,USD,2020-08-17,2533938,2533938,I8W_USD,A3260254,0,20130345_260065376,STK,CHINA AVIONICS SYSTEMS CO -A (C1),CNE0000018C0,Y1422Q103,BP3R3Y7,600372 C1,600372.SH,UNWIND,NEW,Trade,2020-08-17,2020-08-19,2021-09-27,S,B,1100.0,CNY,0.1442169,2.9006922,3190.761464,0.0,0.0,0.0,1030244641,PAA2XKZ23TGAE,1030244641,PAA2XKZ23TGAE,3189.9365,2.8999423,20.1082,FLAT_AMOUNT,3.32,3.32,2.4
I8W,USD,MINGSHI CHINA OPTIMA MASTER FUND,USD,2020-08-17,2533938,2533938,I8W_USD,A3267082,0,20130345_260065771,STK,CHINA BAOAN GROUP-A (C2),CNE000000222,Y1394W104,BD5CKD4,000009 C2,000009.ZK,INCREASE,NEW,Trade,2020-08-17,2020-08-19,2021-08-24,L,B,200100.0,CNY,0.1442169,1.1745177,235020.999774,0.0,0.6,90.0,1030244641,PAA2XKZ1XYTMI,1030244641,PAA2XKZ1XYTMI,234960.2254,1.174214,8.142,FLAT_AMOUNT,244.38,244.38,177.09
I8W,USD,MINGSHI CHINA OPTIMA MASTER FUND,USD,2020-08-17,2533938,2533938,I8W_USD,A3257372,0,20130345_260066006,STK,CHINA EVERBRIGHT BANK CO-A (C1),CNE100000SL4,Y1477U116,BP3R2P1,601818 C1,601818.SH,UNWIND,NEW,Trade,2020-08-17,2020-08-19,2021-09-27,S,B,200.0,CNY,0.1442169,0.5957672,119.153446,0.0,0.0,0.0,1030244641,PAA2XKZ1XYYLA,1030244641,PAA2XKZ1XYYLA,119.1232,0.5956158,4.13,FLAT_AMOUNT,0.12,0.12,0.09
I8W,USD,MINGSHI CHINA OPTIMA MASTER FUND,USD,2020-08-17,2533938,2533938,I8W_USD,A3262690,0,20130345_260064911,STK,CHINA FILM CO LTD-A (C1),CNE100002GX0,Y1R8AC107,BYW5N01,600977 C1,600977.SH,INCREASE,NEW,Trade,2020-08-17,2020-08-19,2021-08-24,S,S,-34700.0,CNY,0.1442169,2.1718519,-75363.260583,-7.15,0.0,100.0,1030244641,PAA2XKZ1W7SWO,1030244641,PAA2XKZ1W7SWO,-75458.2376,2.174589,15.0786,FLAT_AMOUNT,-78.48,-78.48,-580.1
I8W,USD,MINGSHI CHINA OPTIMA MASTER FUND,USD,2020-08-17,2533938,2533938,I8W_USD,A3262815,0,20130345_260065520,STK,CHINA GREAT WALL SECURITIE-A (C2),CNE100003GD0,Y14394103,BKDQ811,002939 C2,002939.ZK,INCREASE,NEW,Trade,2020-08-17,2020-08-19,2021-08-24,S,S,-100.0,CNY,0.1442169,2.0827372,-208.273724,-7.45,0.0,100.0,1030244641,PAA2XKZ1WQMH5,1030244641,PAA2XKZ1WQMH5,-208.5376,2.0853764,14.46,FLAT_AMOUNT,-0.22,-0.22,-1.61
I8W,USD,MINGSHI CHINA OPTIMA MASTER FUND,USD,2020-08-17,2533938,2533938,I8W_USD,A3298684,0,20130345_260065822,STK,CHINA MERCHANTS PORT GROUP-A (C2),CNE000000818,Y1565S114,BD25NM6,001872 C2,001872.ZK,INCREASE,NEW,Trade,2020-08-17,2020-08-19,2021-09-22,L,B,3200.0,CNY,0.1442169,2.6091984,8349.435008,0.0,0.6,90.0,1030244641,PAA2XKZ259XY2,1030244641,PAA2XKZ259XY2,8347.2743,2.6085232,18.0875,FLAT_AMOUNT,8.68,8.68,6.3
I8W,USD,MINGSHI CHINA OPTIMA MASTER FUND,USD,2020-08-17,2533938,2533938,I8W_USD,A3260181,0,20130345_260065763,STK,CHINA MERCHANTS SECURITIES-A (C1),CNE100000HK9,Y14904109,BP3R303,600999 C1,600999.SH,UNWIND,NEW,Trade,2020-08-17,2020-08-19,2021-08-24,S,B,69900.0,CNY,0.1442169,3.1101207,217397.437629,0.0,0.0,0.0,1030244641,PAA2XKZ1WQN3F,1030244641,PAA2XKZ1WQN3F,217341.2171,3.1093164,21.56,FLAT_AMOUNT,226.06,226.06,163.81
I8W,USD,MINGSHI CHINA OPTIMA MASTER FUND,USD,2020-08-17,2533938,2533938,I8W_USD,A3265244,0,20130345_260065369,STK,CHINA MERCHANTS SHEKOU IND-A (C2),CNE100002FC6,Y14907102,BD5CPM8,001979 C2,001979.ZK,INCREASE,NEW,Trade,2020-08-17,2020-08-19,2021-08-24,S,S,-297400.0,CNY,0.1442169,2.5263949,-751349.834338,-5.1,0.0,100.0,1030244641,PAA2XKZ1X3HT2,1030244641,PAA2XKZ1X3HT2,-752296.7619,2.5295789,17.5401,FLAT_AMOUNT,-782.46,-782.46,-5783.46
I8W,USD,MINGSHI CHINA OPTIMA MASTER FUND,USD,2020-08-17,2533938,2533938,I8W_USD,A3273745,0,20130345_260064928,STK,CHINA NATIONAL CHEMICAL-A (C1),CNE100000KC0,Y1504G106,BP3R4J9,601117 C1,601117.SH,UNWIND,NEW,Trade,2020-08-17,2020-08-19,2021-09-27,S,B,44800.0,CNY,0.1442169,0.8583125,38452.400896,0.0,0.0,0.0,1030244641,PAA2XKZ23NQDW,1030244641,PAA2XKZ23NQDW,38442.4575,0.8580906,5.95,FLAT_AMOUNT,39.98,39.98,28.97
I8W,USD,MINGSHI CHINA OPTIMA MASTER FUND,USD,2020-08-17,2533938,2533938,I8W_USD,A3268964,0,20130345_260064938,STK,CHINA NATIONAL NUCLEAR POW-A 1 (C1),CNE1000022N7,Y1507R109,BYQDNJ0,601985 C1,601985.SH,INCREASE,NEW,Trade,2020-08-17,2020-08-19,2021-09-27,S,S,-303000.0,CNY,0.1442169,0.6520049,-197557.4847,-5.4,0.0,100.0,1030244641,PAA2XKZ24KY29,1030244641,PAA2XKZ24KY29,-197806.475,0.6528267,4.5267,FLAT_AMOUNT,-205.74,-205.74,-1520.68
I8W,USD,MINGSHI CHINA OPTIMA MASTER FUND,USD,2020-08-17,2533938,2533938,I8W_USD,A3283542,0,20130345_260064923,STK,CHINA PETROLEUM & CHEMICAL-A (C1),CNE0000018G1,Y15010112,BP3R240,600028 C1,600028.SH,UNWIND,NEW,Trade,2020-08-17,2020-08-19,2021-09-27,S,B,312800.0,CNY,0.1442169,0.5885571,184100.664008,0.0,0.0,0.0,1030244641,PAA2XKZ1YO3SR,1030244641,PAA2XKZ1YO3SR,184053.0715,0.588405,4.08,FLAT_AMOUNT,191.43,191.43,138.72
I8W,USD,MINGSHI CHINA OPTIMA MASTER FUND,USD,2020-08-17,2533938,2533938,I8W_USD,A3265209,0,20130345_260064982,STK,CHINA SHENHUA ENERGY CO-A (C1),CNE100000767,Y1504C121,BP3R262,601088 C1,601088.SH,INCREASE,NEW,Trade,2020-08-17,2020-08-19,2021-08-24,S,S,-244900.0,CNY,0.1442169,2.2541393,-552038.717019,-2.2,0.0,100.0,1030244641,PAA2XKZ1X42QF,1030244641,PAA2XKZ1X42QF,-552734.4265,2.2569801,15.6499,FLAT_AMOUNT,-574.9,-574.9,-4249.27
I8W,USD,MINGSHI CHINA OPTIMA MASTER FUND,USD,2020-08-17,2533938,2533938,I8W_USD,A3273772,0,20130345_260065716,STK,CHINA SHIPBUILDING INDUSTR-A (C1),CNE100000J75,Y1504X109,BP3R2R3,601989 C1,601989.SH,UNWIND,NEW,Trade,2020-08-17,2020-08-19,2021-09-27,S,B,31500.0,CNY,0.1442169,0.737139,23219.879445,0.0,0.0,0.0,1030244641,PAA2XKZ23PC0T,1030244641,PAA2XKZ23PC0T,23213.8737,0.7369484,5.11,FLAT_AMOUNT,24.14,24.14,17.5
I8W,USD,MINGSHI CHINA OPTIMA MASTER FUND,USD,2020-08-17,2533938,2533938,I8W_USD,A3262766,0,20130345_260065023,STK,CHINA VANKE CO LTD -A (C2),CNE0000000T2,Y77421116,BD5CPW8,000002 C2,000002.ZK,INCREASE,NEW,Trade,2020-08-17,2020-08-19,2021-09-22,S,S,-3600.0,CNY,0.1442169,3.9955417,-14383.950048,-5.35,0.0,100.0,1030244641,PAA2XKZ1YNSE8,1030244641,PAA2XKZ1YNSE8,-14402.0767,4.0005769,27.74,FLAT_AMOUNT,-14.98,-14.98,-110.71
I8W,USD,MINGSHI CHINA OPTIMA MASTER FUND,USD,2020-08-17,2533938,2533938,I8W_USD,A3262743,0,20130345_260065467,STK,CHONGQING BREWERY CO-A 2 (C1),CNE000000TL3,Y15846101,BP3RCZ1,600132 C1,600132.SH,UNWIND,NEW,Trade,2020-08-17,2020-08-19,2021-08-24,S,B,20400.0,CNY,0.1442169,10.8509171,221358.708432,0.0,0.0,0.0,1030244641,PAA2XKZ1WQMKL,1030244641,PAA2XKZ1WQMKL,221301.4595,10.8481108,75.2208,FLAT_AMOUNT,230.18,230.18,166.8
I8W,USD,MINGSHI CHINA OPTIMA MASTER FUND,USD,2020-08-17,2533938,2533938,I8W_USD,A3260319,0,20130345_260063631,STK,CHONGQING FULING ZHACAI-A (C2),CNE100000WX1,Y1588V102,BFCCQ99,002507 C2,002507.ZK,UNWIND,NEW,Trade,2020-08-17,2020-08-19,2021-08-24,L,S,-100.0,CNY,0.1442169,5.7268388,-572.683877,0.0,0.0,0.0,1030244641,PAA2XKZ1X7SQN,1030244641,PAA2XKZ1X7SQN,-573.4064,5.734064,39.76,FLAT_AMOUNT,-0.6,-0.6,-4.41
I8W,USD,MINGSHI CHINA OPTIMA MASTER FUND,USD,2020-08-17,2533938,2533938,I8W_USD,A3260319,0,20130345_260064129,STK,CHONGQING FULING ZHACAI-A (C2),CNE100000WX1,Y1588V102,BFCCQ99,002507 C2,002507.ZK,INCREASE,NEW,Trade,2020-08-17,2020-08-19,2021-08-24,L,B,100.0,CNY,0.1442169,5.6865013,568.65013,0.0,0.6,90.0,1030244641,PAA2XKZ1X7SQN,1030244641,PAA2XKZ1X7SQN,568.503,5.6850303,39.42,FLAT_AMOUNT,0.59,0.59,0.43
I8W,USD,MINGSHI CHINA OPTIMA MASTER FUND,USD,2020-08-17,2533938,2533938,I8W_USD,A3336073,0,20130245_260071492,STK,CHONGQING LUMMY PHARMACEUTICAL A,CNE100000H10,Y1592T101,B4JQ6D1,300006 CS,300006.SZ,INCREASE,NEW,Trade,2020-08-17,2020-08-19,2021-09-24,L,B,222900.0,CNY,0.1441545,1.1952171,266413.89159,0.0,0.6,90.0,1030244641,PAA2XKZ23RFUI,1030244641,PAA2XKZ23RFUI,266310.3924,1.1947528,8.288,FLAT_AMOUNT,554.22,554.22,163.87
I8W,USD,MINGSHI CHINA OPTIMA MASTER FUND,USD,2020-08-17,2533938,2533938,I8W_USD,A3260398,0,20130345_260065030,STK,CHOW TAI SENG JEWELLERY CO-A (C2),CNE100002QJ8,Y16024104,BFCCQP5,002867 C2,002867.ZK,INCREASE,NEW,Trade,2020-08-17,2020-08-19,2021-09-22,S,S,-20800.0,CNY,0.1442169,3.8393062,-79857.568336,-5.85,0.0,100.0,1030244641,PAA2XKZ24KPDC,1030244641,PAA2XKZ24KPDC,-79958.2116,3.8441448,26.6553,FLAT_AMOUNT,-83.16,-83.16,-614.7
I8W,USD,MINGSHI CHINA OPTIMA MASTER FUND,USD,2020-08-17,2533938,2533938,I8W_USD,A3260313,0,20130345_260065789,STK,CITIC SECURITIES CO-A (CNY) (C1),CNE000001DB6,Y1639N109,BP3R2J5,600030 C1,600030.SH,UNWIND,NEW,Trade,2020-08-17,2020-08-19,2021-08-24,S,B,105600.0,CNY,0.1442169,4.7472185,501306.272544,0.0,0.0,0.0,1030244641,PAA2XKZ1XX13Q,1030244641,PAA2XKZ1XX13Q,501176.6253,4.7459908,32.9087,FLAT_AMOUNT,521.27,521.27,377.75
I8W,USD,MINGSHI CHINA OPTIMA MASTER FUND,USD,2020-08-17,2533938,2533938,I8W_USD,A3262927,0,20130345_260065793,STK,COFCO BIOTECHNOLOGY CL LT-A (C2),CNE000000ZR7,Y0137R109,BD5CBZ3,000930 C2,000930.ZK,INCREASE,NEW,Trade,2020-08-17,2020-08-19,2021-09-22,L,B,739600.0,CNY,0.1442169,1.4374932,1063169.985512,0.0,0.6,90.0,1030244641,PAA2XKZ220WAB,1030244641,PAA2XKZ220WAB,1062895.0096,1.4371214,9.965,FLAT_AMOUNT,1105.52,1105.52,801.12
I8W,USD,MINGSHI CHINA OPTIMA MASTER FUND,USD,2020-08-17,2533938,2533938,I8W_USD,A3276296,0,20130345_260065842,STK,COSCO SHIPPING HOLDINGS CO-A (C1),CNE100000601,Y1839M117,BP3R552,601919 C1,601919.SH,UNWIND,NEW,Trade,2020-08-17,2020-08-19,2021-09-27,S,B,300.0,CNY,0.1442169,0.7948418,238.452537,0.0,0.0,0.0,1030244641,PAA2XKZ24KHNM,1030244641,PAA2XKZ24KHNM,238.3905,0.7946351,5.51,FLAT_AMOUNT,0.25,0.25,0.18
I8W,USD,MINGSHI CHINA OPTIMA MASTER FUND,USD,2020-08-17,2533938,2533938,I8W_USD,A3260256,0,20130345_260065482,STK,CSC FINANCIAL CO LTD-A (C1),CNE1000031T5,Y1R11K104,BDZRFN4,601066 C1,601066.SH,UNWIND,NEW,Trade,2020-08-17,2020-08-19,2021-08-24,S,B,48100.0,CNY,0.1442169,8.1616581,392575.752686,0.0,0.0,0.0,1030244641,PAA2XKZ1W7WG9,1030244641,PAA2XKZ1W7WG9,392474.2184,8.1595472,56.5783,FLAT_AMOUNT,408.21,408.21,295.82
I8W,USD,MINGSHI CHINA OPTIMA MASTER FUND,USD,2020-08-17,2533938,2533938,I8W_USD,A3260324,0,20130345_260064833,STK,DHC SOFTWARE CO LTD -A (C2),CNE000001NL4,Y2080B107,BD5CNL3,002065 C2,002065.ZK,INCREASE,NEW,Trade,2020-08-17,2020-08-19,2021-09-22,S,S,-100.0,CNY,0.1442169,1.760124,-176.012403,-7.3,0.0,100.0,1030244641,PAA2XKZ1XX4TD,1030244641,PAA2XKZ1XX4TD,-176.2331,1.7623306,12.22,FLAT_AMOUNT,-0.18,-0.18,-1.35
I8W,USD,MINGSHI CHINA OPTIMA MASTER FUND,USD,2020-08-17,2533938,2533938,I8W_USD,A3342407,0,20130245_260071025,STK,DONLINKS INTL INVETMENT CO-A,CNE000000XS0,Y2932S100,6130901,000893 CS,000893.SZ,INCREASE,NEW,Trade,2020-08-17,2020-08-19,2021-09-24,L,B,32700.0,CNY,0.1441545,1.4331358,46863.540333,0.0,0.6,90.0,1030244641,PAA2XKZ25C83C,1030244641,PAA2XKZ25C83C,46845.3307,1.4325789,9.9378,FLAT_AMOUNT,97.49,97.49,28.83
I8W,USD,MINGSHI CHINA OPTIMA MASTER FUND,USD,2020-08-17,2533938,2533938,I8W_USD,A3262802,0,20130345_260064909,STK,DOUBLE MEDICAL TECHNOLOGY-A (C2),CNE1000032W7,Y2106Y107,BFY8GN9,002901 C2,002901.ZK,UNWIND,NEW,Trade,2020-08-17,2020-08-19,2021-09-22,L,S,-15500.0,CNY,0.1442169,13.4629722,-208676.068635,0.0,0.0,0.0,1030244641,PAA2XKZ231ECO,1030244641,PAA2XKZ231ECO,-208939.0612,13.4799394,93.4699,FLAT_AMOUNT,-217.32,-217.32,-1606.27
I8W,USD,MINGSHI CHINA OPTIMA MASTER FUND,USD,2020-08-17,2533938,2533938,I8W_USD,A3286947,0,20130245_260070757,STK,EAST CHINA ENGINEERING SC AND TE,CNE1000005N2,Y2212E102,B1Z6WN6,002140 CS,002140.SZ,UNWIND,NEW,Trade,2020-08-17,2020-08-19,2021-09-24,L,S,-8700.0,CNY,0.1441545,1.1033814,-9599.418441,0.0,0.0,0.0,1030244641,PAA2XKZ1YWUYL,1030244641,PAA2XKZ1YWUYL,-9612.7663,1.1049157,7.6648,FLAT_AMOUNT,-20.01,-20.01,-72.59
I8W,USD,MINGSHI CHINA OPTIMA MASTER FUND,USD,2020-08-17,2533938,2533938,I8W_USD,A3260188,0,20130345_260065456,STK,EAST MONEY INFORMATION CO-A (C2),CNE100000MD4,Y2234B102,BD5CPC8,300059 C2,300059.ZK,INCREASE,NEW,Trade,2020-08-17,2020-08-19,2021-08-24,S,S,-390100.0,CNY,0.1442169,3.6771511,-1434456.659714,-3.0,0.0,100.0,1030244641,PAA2XKZ1W7W5C,1030244641,PAA2XKZ1W7W5C,-1436264.4884,3.6817854,25.5295,FLAT_AMOUNT,-1493.86,-1493.86,-11041.61
I8W,USD,MINGSHI CHINA OPTIMA MASTER FUND,USD,2020-08-17,2533938,2533938,I8W_USD,A3269067,0,20130345_260065782,STK,EASYHOME NEW RETAIL GROUP-A (C2),CNE0000001N3,Y9716X106,BMVB4Y7,000785 C2,000785.ZK,UNWIND,NEW,Trade,2020-08-17,2020-08-19,2021-09-22,L,S,-800.0,CNY,0.1442169,1.372487,-1097.989616,0.0,0.0,0.0,1030244641,PAA2XKZ1YN5RD,1030244641,PAA2XKZ1YN5RD,-1099.3712,1.374214,9.5288,FLAT_AMOUNT,-1.14,-1.14,-8.44
I8W,USD,MINGSHI CHINA OPTIMA MASTER FUND,USD,2020-08-17,2533938,2533938,I8W_USD,A3265246,0,20130345_260065013,STK,ENN ECOLOGICAL HOLDINGS CO-A 1 (C1),CNE000000DG7,Y3119Q107,BYYFJJ0,600803 C1,600803.SH,UNWIND,NEW,Trade,2020-08-17,2020-08-19,2021-09-27,S,B,116900.0,CNY,0.1442169,1.7885503,209081.533577,0.0,0.0,0.0,1030244641,PAA2XKZ20OBUD,1030244641,PAA2XKZ20OBUD,209027.4498,1.7880877,12.3986,FLAT_AMOUNT,217.41,217.41,157.56
I8W,USD,MINGSHI CHINA OPTIMA MASTER FUND,USD,2020-08-17,2533938,2533938,I8W_USD,A3262912,0,20130345_260065805,STK,EVERBRIGHT SECURITIE CO -A (C1),CNE100000FD8,Y2357S106,BZ0D1Y4,601788 C1,601788.SH,INCREASE,NEW,Trade,2020-08-17,2020-08-19,2021-09-27,S,S,-100.0,CNY,0.1442169,3.301298,-330.129795,-7.15,0.0,100.0,1030244641,PAA2XKZ21BAK3,1030244641,PAA2XKZ21BAK3,-330.5451,3.3054514,22.92,FLAT_AMOUNT,-0.34,-0.34,-2.54
I8W,USD,MINGSHI CHINA OPTIMA MASTER FUND,USD,2020-08-17,2533938,2533938,I8W_USD,A3288809,0,20130345_260064842,STK,FANGDA CARBON NEW MATERIAL-A (C1),CNE000001CC6,Y51720103,BP3R7V2,600516 C1,600516.SH,UNWIND,NEW,Trade,2020-08-17,2020-08-19,2021-09-27,S,B,9700.0,CNY,0.1442169,1.0334802,10024.758328,0.0,0.0,0.0,1030244641,PAA2XKZ231EBX,1030244641,PAA2XKZ231EBX,10022.1676,1.0332132,7.1643,FLAT_AMOUNT,10.42,10.42,7.55
I8W,USD,MINGSHI CHINA OPTIMA MASTER FUND,USD,2020-08-17,2533938,2533938,I8W_USD,A3265178,0,20130345_260065791,STK,FINANCIAL STREET HOLDINGS-A (C2),CNE000000KT5,Y2496E109,BD5CMG1,000402 C2,000402.ZK,INCREASE,NEW,Trade,2020-08-17,2020-08-19,2021-09-22,S,S,-132100.0,CNY,0.1442169,1.0068649,-133006.849327,-10.85,0.0,100.0,1030244641,PAA2XKZ24KY3R,1030244641,PAA2XKZ24KY3R,-133174.4789,1.0081338,6.9904,FLAT_AMOUNT,-138.51,-138.51,-1023.81
I8W,USD,MINGSHI CHINA OPTIMA MASTER FUND,USD,2020-08-17,2533938,2533938,I8W_USD,A3273811,0,20130345_260065572,STK,FOCUS MEDIA INFORMATION TE-A (CNY),CNE000001KK2,Y29327114,BD5CND5,002027 C2,002027.ZK,UNWIND,NEW,Trade,2020-08-17,2020-08-19,2021-09-22,S,B,1163300.0,CNY,0.1442169,0.9565209,1112720.774603,0.0,0.0,0.0,1030244641,PAA2XKZ1YWUTV,1030244641,PAA2XKZ1YWUTV,1112432.8928,0.9562734,6.6308,FLAT_AMOUNT,1157.04,1157.04,838.46
I8W,USD,MINGSHI CHINA OPTIMA MASTER FUND,USD,2020-08-17,2533938,2533938,I8W_USD,A3273811,0,20130345_260065896,STK,FOCUS MEDIA INFORMATION TE-A (CNY),CNE000001KK2,Y29327114,BD5CND5,002027 C2,002027.ZK,INCREASE,NEW,Trade,2020-08-17,2020-08-19,2021-09-22,S,S,-929300.0,CNY,0.1442169,0.9142501,-849612.590051,-5.05,0.0,100.0,1030244641,PAA2XKZ1YWUTV,1030244641,PAA2XKZ1YWUTV,-850683.4224,0.9154024,6.3474,FLAT_AMOUNT,-884.8,-884.8,-6539.82
I8W,USD,MINGSHI CHINA OPTIMA MASTER FUND,USD,2020-08-17,2533938,2533938,I8W_USD,A3336085,0,20130245_260070671,STK,FORYOU CORP,CNE100003670,Y261JG105,BYZH8N2,002906 CS,002906.SZ,UNWIND,NEW,Trade,2020-08-17,2020-08-19,2021-09-24,L,S,-69300.0,CNY,0.1441545,2.9180409,-202220.237142,0.0,0.0,0.0,1030244641,PAA2XKZ23TGPC,1030244641,PAA2XKZ23TGPC,-202501.4531,2.9220989,20.2706,FLAT_AMOUNT,-421.43,-421.43,-1529.36
I8W,USD,MINGSHI CHINA OPTIMA MASTER FUND,USD,2020-08-17,2533938,2533938,I8W_USD,A3260204,0,20130345_260064922,STK,FOUNDER SECURITIES CO LTD-A (C1),CNE1000015Y8,Y261GX101,BP3R411,601901 C1,601901.SH,UNWIND,NEW,Trade,2020-08-17,2020-08-19,2021-09-27,S,B,239800.0,CNY,0.1442169,1.3755505,329857.005104,0.0,0.0,0.0,1030244641,PAA2XKZ1YXI27,1030244641,PAA2XKZ1YXI27,329771.6867,1.3751947,9.5356,FLAT_AMOUNT,343.0,343.0,248.56
I8W,USD,MINGSHI CHINA OPTIMA MASTER FUND,USD,2020-08-17,2533938,2533938,I8W_USD,A3276310,0,20130345_260065828,STK,FOXCONN INDUSTRIAL INTERNE-A (C1),CNE1000031P3,Y2620V100,BG20N99,601138 C1,601138.SH,INCREASE,NEW,Trade,2020-08-17,2020-08-19,2021-08-24,S,S,-15200.0,CNY,0.1442169,2.1840805,-33198.023144,-3.95,0.0,100.0,1030244641,PAA2XKZ1XYTNO,1030244641,PAA2XKZ1XYTNO,-33239.8616,2.186833,15.1635,FLAT_AMOUNT,-34.57,-34.57,-255.54
